First Name,Last Name,Action,Flight ID,Origin Airport,Destination Airport,Ticket Type,Ticket Quantity
Daniel,Hampton,Buy,18031,ELP,DFW,Business Class,4
Jennifer,Mills,Buy,20491,LHR,ELP,Business Class,5
Cruella,De Vil,Buy,6826,ELP,JFK,First Class,7
Joseph,Lewis,Buy,10032,LAS,ELP,Business Class,8
Brooke,Maxwell,Buy,2977,YYZ,ELP,First Class,7
Susan,Humphrey,Buy,25118,ELP,LHR,First Class,6
Kenneth,Davis,Buy,2672,YYZ,ELP,Business Class,7
Michael,Williams,Buy,8718,CUN,ELP,Business Class,3
Andrew,Parks,Buy,2691,ELP,HND,Main Cabin,3
Amanda,Baker,Buy,19278,ELP,JFK,First Class,1
Brittney,Daniel,Buy,3946,ATL,ELP,First Class,5
Jafar,Aladdin,Buy,6256,MEX,CJS,Main Cabin,5
Chelsea,Porter,Buy,8349,ELP,BOS,Main Cabin,6
Jessica,Anderson,Buy,6215,ELP,JFK,Main Cabin,1
Rodney,Mcneil,Buy,1533,JFK,ELP,First Class,7
Michael,Mccormick,Buy,26688,HND,ELP,Business Class,8
Mercedes,Nichols,Buy,1649,LAX,ELP,First Class,1
Aladdin,Disney,Buy,25256,ELP,LAS,Main Cabin,5
Shannon,Avery,Buy,18312,ELP,YYZ,First Class,5
John,Sanders,Buy,20238,CUN,ELP,Main Cabin,2
Jessica,Anderson,Buy,15435,LHR,ELP,Business Class,4
Bryan,Hardy,Buy,25232,ATL,ELP,Business Class,5
John,House,Buy,5378,ORL,LAX,First Class,1
Ariel,Disney,Buy,19325,ORL,LAX,Main Cabin,4
Sara,West,Buy,3827,LAS,ELP,Main Cabin,2
Michael,Moran,Buy,9574,LAS,ELP,Business Class,8
Anna,Gutierrez,Buy,13308,CJS,MEX,Business Class,5
Jerry,Rodriguez,Buy,6230,ELP,LAS,First Class,6
Kevin,Larson,Buy,21130,ELP,CUN,Main Cabin,4
Christopher,Johnson,Buy,7780,LHR,ELP,First Class,8
Jerry,Gamble,Buy,4253,ELP,ATL,Business Class,3
Jennifer,Preston,Buy,18717,LHR,ELP,Business Class,1
Scott,Rose,Buy,21326,ELP,DFW,Main Cabin,4
Carol,Elliott,Buy,21676,ELP,BOS,Main Cabin,7
Beast,Disney,Buy,20043,LAS,ELP,Main Cabin,4
Jerry,Smith,Buy,21290,ELP,YYZ,Main Cabin,7
Gail,Parker,Buy,20327,BOS,ELP,First Class,6
Joshua,Banks,Buy,13964,ELP,CUN,Business Class,8
Christopher,Osborne,Buy,18100,ELP,LAS,Business Class,3
Andre,Ramos,Buy,14392,BOS,LAX,First Class,1
Sonia,Durham,Buy,13754,ELP,BOS,First Class,3
Mark,Butler,Buy,6512,ELP,ATL,First Class,3
Brad,Patel,Buy,9393,ELP,ATL,Main Cabin,7
Brian,Lopez,Buy,17205,LAS,ELP,Main Cabin,6
Christina,Jones,Buy,14581,ELP,CDG,Business Class,2
Anthony,Barber,Buy,5004,LAX,ELP,Main Cabin,1
James,Henderson,Buy,26139,ELP,BOS,First Class,8
Hayden,Mcdaniel,Buy,18500,LAX,ELP,Main Cabin,4
Alexander,Cameron,Buy,8230,CJS,MEX,Main Cabin,5
Brooke,Maxwell,Buy,6357,ELP,ATL,First Class,4
Erica,Harrison,Buy,13688,CDG,ELP,Business Class,1
Alejandro,Olivas,Buy,16997,ELP,DFW,Main Cabin,4
Anthony,Sims,Buy,545,BOS,LAX,Business Class,6
Alejandro,Olivas,Buy,21422,BOS,LAX,Business Class,6
Michelle,Ray,Buy,10972,CUN,ELP,Main Cabin,7
Danielle,Gardner,Buy,2792,MEX,CJS,Business Class,1
Angela,Walker,Buy,10214,BOS,LAX,Main Cabin,8
Denise,Williams,Buy,18508,ELP,ORD,Main Cabin,2
Hercules,Disney,Buy,12244,ELP,LHR,First Class,2
Patrick,Larsen,Buy,1299,ELP,CUN,First Class,8
Danielle,Gardner,Buy,19117,ORD,ELP,Business Class,1
Brad,Patel,Buy,17137,HND,ELP,Main Cabin,1
Miguel,Lucero,Buy,9416,ELP,BOS,Main Cabin,8
George,Ayala,Buy,4283,LAS,ELP,Business Class,1
Michael,Mccormick,Buy,2064,CUN,ELP,Business Class,7
Tami,Alexander,Buy,21666,ELP,JFK,Main Cabin,6
Melissa,Mcdonald,Buy,12570,LAX,ORL,Main Cabin,5
Jennifer,Carr,Buy,17392,LAX,BOS,First Class,7
Anthony,Hunter,Buy,22426,ELP,ATL,Main Cabin,4
Miranda,Walker,Buy,24159,DFW,ELP,Business Class,1
Rachel,Roberson,Buy,8163,ELP,LAX,Main Cabin,2
Mary,Cruz,Buy,21755,ELP,CDG,Main Cabin,8
Jacob,Norton,Buy,2310,LAS,ELP,First Class,2
Jose,Evans,Buy,9068,LAX,ELP,Main Cabin,1
Brandon,CartwrightLi,Buy,3371,ELP,LHR,Business Class,3
Jason,Wolfe,Buy,25103,ELP,LAS,First Class,3
Alexander,Wilson,Buy,17446,ELP,LAX,First Class,3
Anthony,Adams,Buy,175,ORD,ELP,Business Class,1
Sean,Klein,Buy,8114,CUN,ELP,Main Cabin,3
Jill,Solis,Buy,26952,ELP,CUN,First Class,8
Joseph,Fritz,Buy,23717,DFW,ELP,Business Class,4
Amy,Rodriguez,Buy,1378,ATL,ELP,First Class,1
Tanya,Turner,Buy,22261,ELP,ORD,First Class,2
Curtis,Phillips,Buy,19330,LAX,ORL,First Class,8
Michael,Flores,Buy,445,DFW,ELP,First Class,8
Renee,Bradley,Buy,6742,LAX,BOS,First Class,3
Joanna,Knight,Buy,14496,ELP,BOS,Main Cabin,4
Adam,Maldonado,Buy,9522,LAX,ELP,First Class,8
Matthew,Erickson,Buy,11116,ELP,CUN,Main Cabin,5
Tyrone,Johnston,Buy,12338,LAX,ELP,First Class,2
Jennifer,Schneider,Buy,14309,LAX,ELP,Business Class,1
Elizabeth,Castillo,Buy,24380,CJS,MEX,Business Class,3
Lisa,Jackson,Buy,6143,CUN,ELP,Main Cabin,5
Phillip,Brown,Buy,16385,CUN,ELP,Main Cabin,8
Robert,Flores,Buy,6737,BOS,LAX,Main Cabin,7
Devin,Diaz,Buy,1711,ELP,LHR,Main Cabin,5
Theresa,Macias,Buy,1882,ORL,LAX,Business Class,8
Alyssa,Reese,Buy,21178,DFW,ELP,Main Cabin,6
Kimberly,Garcia,Buy,21193,ELP,ORD,Main Cabin,1
Jorge,RodriguezOrtega,Buy,14080,LHR,ELP,Business Class,8
Debra,Raymond,Buy,1679,ELP,JFK,Business Class,5
Kathleen,Small,Buy,23320,ELP,BOS,Business Class,6
Suzanne,Kennedy,Buy,23041,LAS,ELP,First Class,5
Jeremiah,Williamson,Buy,1851,ELP,LAS,Business Class,6
Matthew,Gonzalez,Buy,23284,ELP,LAX,Business Class,6
Holly,Schneider,Buy,5743,DFW,ELP,Main Cabin,8
Mary,Gonzalez,Buy,26256,LAX,ELP,First Class,8
Ronald,Parker,Buy,574,ELP,CDG,Business Class,7
David,Hayes,Buy,3239,MEX,CJS,Business Class,3
Diana,Garcia,Buy,25982,JFK,ELP,Business Class,4
Cheryl,Wilson,Buy,8819,LAS,ELP,Main Cabin,4
Eric,Vazquez,Buy,12552,LHR,ELP,Business Class,5
Amy,Fuller,Buy,23552,CDG,ELP,Business Class,2
Diana,Rivera,Buy,9363,ELP,DFW,First Class,5
Mulan,Disney,Buy,22215,YYZ,ELP,Main Cabin,7
Evil,Queen,Buy,21906,ELP,YYZ,Main Cabin,3
Jeffrey,Luna,Buy,10504,ORL,LAX,Main Cabin,3
Krista,Lambert,Buy,16293,ORD,ELP,Business Class,6
Kelly,Jordan,Buy,22707,ELP,ORD,Main Cabin,5
Allison,Cross,Buy,4669,ELP,HND,Main Cabin,8
Hannah,Maldonado,Buy,25626,ELP,HND,Main Cabin,7
Michael,Moran,Buy,25539,ELP,BOS,First Class,6
Mary,Church,Buy,4650,ELP,YYZ,Main Cabin,2
Andrea,Riley,Buy,1412,LAS,ELP,Business Class,1
Samuel,Harrington,Buy,1832,ELP,JFK,Business Class,1
Douglas,Rodriguez,Buy,2678,ELP,CDG,Main Cabin,6
Stephanie,Obrien,Buy,17527,ORL,LAX,First Class,6
Douglas,Bryant,Buy,22969,ELP,HND,Main Cabin,7
Cory,Byrd,Buy,17740,ELP,LAX,Main Cabin,6
Elizabeth,Medina,Buy,24329,ORD,ELP,First Class,1
Kenneth,Smith,Buy,26217,ELP,CDG,Main Cabin,6
Paul,Harmon,Buy,18688,ELP,BOS,Business Class,4
Pluto,Disney,Buy,17145,DFW,ELP,Business Class,1
Victor,Lopez,Buy,12826,JFK,ELP,Main Cabin,4
Miranda,Walker,Buy,5828,ORL,LAX,First Class,1
Melissa,Evans,Buy,1658,ELP,ORD,Main Cabin,5
Nicole,Hart,Buy,12706,ELP,LHR,First Class,4
Darin,Baker,Buy,12467,ELP,HND,First Class,6
Beast,Disney,Buy,14715,ELP,CUN,First Class,2
Angel,Barber,Buy,20540,ELP,YYZ,First Class,6
Nathan,Thompson,Buy,4670,ELP,HND,Business Class,6
Elizabeth,Medina,Buy,22240,HND,ELP,First Class,2
Jasmin,Cuevas,Buy,16264,ELP,DFW,Main Cabin,7
Christopher,Underwood,Buy,18489,DFW,ELP,Main Cabin,2
Bryan,Wise,Buy,5973,ORL,LAX,Main Cabin,3
Nicole,Harvey,Buy,19260,ELP,ORD,First Class,7
Victor,Anderson,Buy,2723,ELP,ORD,First Class,2
Michelle,Walsh,Buy,24482,ELP,ATL,Business Class,8
Erica,Harrison,Buy,25274,CJS,MEX,Business Class,1
Patrick,Henderson,Buy,24480,ORD,ELP,Main Cabin,1
Chad,Clark,Buy,2747,ELP,JFK,First Class,8
Amy,Rodriguez,Buy,15826,LAX,ELP,Main Cabin,1
Diana,Garcia,Buy,21416,LAX,ORL,First Class,2
Kyle,Taylor,Buy,8269,CUN,ELP,Main Cabin,8
Stephen,Ellis,Buy,13141,BOS,ELP,Business Class,6
Christopher,Foster,Buy,5113,YYZ,ELP,Main Cabin,4
Rodney,Mcneil,Buy,4749,LAS,ELP,Main Cabin,5
Wendy,Campos,Buy,188,ATL,ELP,Main Cabin,1
Cody,Robles,Buy,3244,ORL,LAX,Main Cabin,3
Travis,Ruiz,Buy,14268,YYZ,ELP,Business Class,6
Brandon,Neal,Buy,1925,YYZ,ELP,First Class,8
Francisco,Vazquez,Buy,11648,ELP,BOS,Main Cabin,2
Julia,Young,Buy,5444,DFW,ELP,Main Cabin,7
Belle,Disney,Buy,3154,ELP,DFW,First Class,3
Anita,Fletcher,Buy,5617,ELP,JFK,First Class,7
Maria,Mccarthy,Buy,830,ORL,LAX,Main Cabin,8
Katherine,Evans,Buy,8440,ELP,HND,Main Cabin,4
Hannah,Maldonado,Buy,9141,MEX,CJS,First Class,4
Amy,Chase,Buy,3626,ELP,ORD,First Class,7
Linda,Alexander,Buy,1341,ELP,DFW,Business Class,3
Virginia,Phelps,Buy,17611,ORD,ELP,Business Class,1
David,Johnson,Buy,25319,YYZ,ELP,Main Cabin,4
Andrew,Parks,Buy,19896,LAS,ELP,Business Class,7
April,Lopez,Buy,23256,CDG,ELP,Business Class,1
David,Harvey,Buy,26078,HND,ELP,Business Class,7
Michael,Williamson,Buy,8698,LAX,ORL,First Class,4
Victoria,White,Buy,19007,LAS,ELP,Main Cabin,8
Jerry,Hampton,Buy,9924,ELP,CUN,Business Class,6
Alicia,Jenkins,Buy,17929,ELP,BOS,First Class,5
Kenneth,Boyd,Buy,4914,MEX,CJS,First Class,2
Joseph,Macdonald,Buy,11503,ELP,BOS,First Class,7
Tiffany,May,Buy,25973,ATL,ELP,Business Class,5
Jill,Henderson,Buy,17092,LAX,ORL,Main Cabin,7
Christopher,Melendez,Buy,25068,ORD,ELP,First Class,3
Jennifer,Williams,Buy,22693,DFW,ELP,Business Class,4
David,Gardner,Buy,15295,CJS,MEX,Business Class,5
Ana,Andrade,Buy,6430,BOS,LAX,Main Cabin,5
Miguel,Lucero,Buy,12080,ELP,BOS,Business Class,2
Nicole,Johnson,Buy,19389,ELP,DFW,Business Class,2
Jorge,RodriguezOrtega,Buy,6124,LAX,ORL,Main Cabin,6
Emily,Brady,Buy,434,ELP,HND,First Class,7
Rose,Burgess,Buy,17993,ELP,CUN,Main Cabin,1
Tanya,Turner,Buy,23982,ELP,CDG,First Class,6
Alexander,Wilson,Buy,21041,LAX,ELP,Main Cabin,3
Ian,Rybak,Buy,15137,CJS,MEX,Business Class,5
Jason,Skinner,Buy,11975,LAX,ORL,Main Cabin,6
Carrie,Bennett,Buy,24520,LAS,ELP,Business Class,3
Monica,Craig,Buy,2258,ELP,LAX,Business Class,7
Patricia,Hughes,Buy,2701,ELP,DFW,First Class,7
Sandra,Newton,Buy,7233,ELP,CDG,First Class,8
Teresa,Jacobs,Buy,18155,CUN,ELP,Main Cabin,1
Lindsay,Webster,Buy,8591,CDG,ELP,Main Cabin,6
Courtney,Johnson,Buy,7087,ELP,CDG,Main Cabin,6
Matthew,Erickson,Buy,7544,ELP,DFW,Business Class,7
Raymond,Woodward,Buy,12520,JFK,ELP,Business Class,2
Caroline,Torres,Buy,22878,JFK,ELP,Main Cabin,5
Denise,Williams,Buy,14516,ELP,LHR,Business Class,4
Anthony,Dalton,Buy,2806,BOS,LAX,Main Cabin,7
Jeffrey,Sloan,Buy,25521,ELP,ATL,Business Class,6
Andrew,Atkins,Buy,4093,ORD,ELP,First Class,8
Paul,Fisher,Buy,25008,ELP,CUN,Main Cabin,7
Ricky,Thompson,Buy,120,ELP,YYZ,First Class,5
Justin,Martinez,Buy,16085,CUN,ELP,Business Class,3
George,Proctor,Buy,8725,YYZ,ELP,Business Class,7
Dennis,Cooper,Buy,7635,MEX,CJS,Business Class,2
Elizabeth,Medina,Buy,22930,LAX,BOS,Business Class,8
Bobby,Gonzales,Buy,2242,ELP,DFW,Business Class,5
Santiago,Olivas,Buy,17073,LHR,ELP,Business Class,2
Donald,Tran,Buy,22877,JFK,ELP,Business Class,4
Sarah,Cline,Buy,10742,ELP,ATL,Main Cabin,8
John,Hill,Buy,2200,LAX,BOS,Main Cabin,7
Joseph,Fritz,Buy,17720,CDG,ELP,Main Cabin,7
Crystal,Johnson,Buy,12778,ELP,HND,First Class,1
Rebecca,Brown,Buy,10769,BOS,ELP,Main Cabin,2
Christopher,Norris,Buy,827,MEX,CJS,First Class,7
Kylie,King,Buy,12846,ELP,LAS,Business Class,2
Denisse,LoyaVillalobos,Buy,1102,ELP,LAS,Main Cabin,6
Timothy,Jones,Buy,272,ELP,YYZ,First Class,5
Rachel,Vasquez,Buy,9011,LAX,BOS,First Class,8
Jordan,Wilson,Buy,11823,MEX,CJS,First Class,6
Bryan,Massey,Buy,15279,ELP,LHR,First Class,6
Kenneth,Smith,Buy,819,LHR,ELP,Business Class,1
Bradley,Bell,Buy,13489,LAX,ORL,Business Class,3
Leroy,Walters,Buy,26613,ELP,LHR,First Class,2
Bruce,Clark,Buy,13504,ELP,CUN,Main Cabin,6
Evil,Queen,Buy,12167,HND,ELP,First Class,1
Louis,Boone,Buy,19548,ELP,ORD,First Class,2
Emily,Jackson,Buy,1485,HND,ELP,Main Cabin,2
Kelly,Herring,Buy,19430,ELP,JFK,Main Cabin,7
Emily,Estes,Buy,22151,LAS,ELP,Main Cabin,7
Patrick,Henderson,Buy,11182,ORD,ELP,Business Class,6
Wendy,Stanton,Buy,14410,ELP,YYZ,Main Cabin,3
Christopher,Coleman,Buy,19119,ORD,ELP,First Class,3
Daniel,Summers,Buy,25117,ELP,LHR,First Class,4
Brittany,Richard,Buy,4133,LAS,ELP,First Class,5
Hayden,Mcdaniel,Buy,7942,LAX,ORL,First Class,7
Steven,Hernandez,Buy,11601,DFW,ELP,Main Cabin,3
Mary,Gonzalez,Buy,8408,ELP,CUN,First Class,1
Ronald,Kent,Buy,16371,BOS,LAX,Business Class,1
Ursela,Mermaid,Buy,7695,HND,ELP,Main Cabin,8
David,Summers,Buy,10626,ELP,LHR,First Class,4
Kaa,Disney,Buy,1364,ELP,ORD,First Class,6
Dana,Jones,Buy,23516,LAX,ORL,Business Class,5
Jesse,Montgomery,Buy,5249,CUN,ELP,Business Class,5
Joseph,Brooks,Buy,11087,CJS,MEX,Main Cabin,3
Natasha,Wheeler,Buy,11420,ELP,YYZ,First Class,8
Lilo,Disney,Buy,20615,ELP,JFK,Main Cabin,6
Felicia,Carlson,Buy,4782,BOS,LAX,First Class,1
Steven,Miller,Buy,14594,ELP,HND,First Class,7
Thomas,Clark,Buy,22717,ATL,ELP,First Class,8
Lauren,Neal,Buy,14883,ELP,CDG,Main Cabin,6
Scott,Dunn,Buy,4019,BOS,LAX,Business Class,4
Ryan,Wilkins,Buy,19735,ELP,BOS,First Class,6
Nancy,Robles,Buy,16741,ELP,JFK,Main Cabin,4
Ronald,Kent,Buy,16852,ELP,DFW,Main Cabin,5
Lindsay,Webster,Buy,3970,BOS,ELP,First Class,1
Maria,Young,Buy,17491,BOS,ELP,Main Cabin,5
Prince,Eric,Buy,1511,ELP,ORD,Main Cabin,1
Jeff,Ray,Buy,16443,ELP,ORD,Main Cabin,1
Jessica,Frye,Buy,6957,DFW,ELP,Main Cabin,8
Sandra,Sutton,Buy,5321,ATL,ELP,Business Class,2
Stephen,Ellis,Buy,8820,LAS,ELP,Business Class,5
Taylor,Johnson,Buy,11446,HND,ELP,Main Cabin,8
Matthew,Porter,Buy,16436,LAX,ELP,First Class,8
Kyle,Hodges,Buy,6408,CJS,MEX,Main Cabin,3
Michael,Thomas,Buy,19044,LAX,BOS,Business Class,1
Christopher,Robinson,Buy,20909,ATL,ELP,Business Class,8
Allison,Chang,Buy,25123,LHR,ELP,Main Cabin,8
Sariyah,Russell,Buy,26602,ELP,LAS,Business Class,6
Danielle,Chavez,Buy,15947,CDG,ELP,Business Class,1
Sean,Roberts,Buy,15991,ORD,ELP,Main Cabin,6
Samantha,Thomas,Buy,4900,ELP,LHR,First Class,5
David,Wright,Buy,16526,ELP,CUN,Main Cabin,1
Woody,Disney,Buy,23032,BOS,ELP,First Class,6
Sarah,Jones,Buy,24654,ELP,BOS,Business Class,2
Joel,Welch,Buy,19976,HND,ELP,First Class,7
Paul,Fisher,Buy,14276,CDG,ELP,First Class,4
Joshua,Hickman,Buy,26987,HND,ELP,Main Cabin,1
Ronald,Martinez,Buy,18869,ELP,LHR,Business Class,5
Travis,Burton,Buy,17964,MEX,CJS,First Class,6
Vanessa,Watson,Buy,23400,ELP,CDG,First Class,6
Zachary,Campbell,Buy,17616,ELP,ATL,Main Cabin,4
Maria,Mitchell,Buy,2649,LAX,BOS,First Class,2
Philip,Zamora,Buy,14094,ORL,LAX,First Class,5
Nancy,Robles,Buy,17490,BOS,ELP,Business Class,8
Jason,Clark,Buy,22828,HND,ELP,Business Class,2
Carlos,Irwin,Buy,17540,LAX,BOS,Business Class,7
Grace,Kelley,Buy,7330,LHR,ELP,Business Class,6
Michele,Cummings,Buy,3918,ELP,LAX,First Class,4
Prince,Eric,Buy,17208,LAS,ELP,First Class,5
Christopher,Berry,Buy,25084,ELP,JFK,First Class,2
Richard,Paul,Buy,19725,ELP,JFK,Business Class,6
Katherine,Evans,Buy,25273,LHR,ELP,Main Cabin,7
Krista,Beck,Buy,14567,CUN,ELP,Main Cabin,8
Theresa,Obrien,Buy,3597,ELP,HND,Business Class,7
Travis,Burton,Buy,2625,LHR,ELP,Business Class,6
Jessica,Frye,Buy,4013,LAX,ORL,First Class,4
Jacqueline,Dunn,Buy,7090,CDG,ELP,Main Cabin,6
Brian,RodilesDelgado,Buy,2902,ELP,BOS,Main Cabin,8
Andrew,Mcclure,Buy,1067,ORD,ELP,First Class,5
Jason,Burke,Buy,10634,LHR,ELP,Business Class,7
Jessica,Martin,Buy,7485,MEX,CJS,Business Class,3
Jerry,Rodriguez,Buy,8544,LAX,ORL,Main Cabin,7
Jason,Burke,Buy,23077,BOS,LAX,First Class,4
John,Blevins,Buy,24195,ELP,JFK,First Class,8
Angela,Carney,Buy,18713,ELP,LHR,First Class,4
Brittany,Andrews,Buy,6843,BOS,ELP,First Class,1
Bobby,Bennett,Buy,5237,BOS,LAX,Business Class,2
Paula,Wyatt,Buy,8393,LAX,ORL,Main Cabin,6
Donna,Travis,Buy,25740,LAX,BOS,First Class,8
Gary,Park,Buy,21384,ELP,LAS,Business Class,8
Alexandra,Fox,Buy,22933,LAX,BOS,First Class,6
David,Johnson,Buy,19790,ELP,CUN,Main Cabin,4
Michael,Sanchez,Buy,22825,HND,ELP,Business Class,3
Susan,Humphrey,Buy,26465,ELP,LHR,Business Class,2
Michael,White,Buy,3103,LAX,BOS,Business Class,7
Marissa,Oconnell,Buy,10831,YYZ,ELP,Main Cabin,5
Gaston,Disney,Buy,8865,CUN,ELP,Main Cabin,3
Denise,Williams,Buy,20904,ELP,ATL,Business Class,6
Stephanie,Williams,Buy,5553,ELP,YYZ,First Class,6
Thomas,Elliott,Buy,15879,LAS,ELP,First Class,6
Curtis,Phillips,Buy,18261,ELP,LHR,Main Cabin,1
James,Watson,Buy,5804,LAS,ELP,First Class,1
Jared,Scott,Buy,6755,ELP,YYZ,First Class,1
Natalie,Richardson,Buy,5043,BOS,ELP,Business Class,7
Justin,Hawkins,Buy,11894,DFW,ELP,First Class,1
William,Adkins,Buy,14708,LAX,BOS,First Class,6
Emily,Richardson,Buy,9316,LAX,BOS,First Class,5
Michelle,Ray,Buy,13075,HND,ELP,Main Cabin,4
Shannon,Avery,Buy,19533,ELP,DFW,First Class,5
Christopher,Berry,Buy,20729,DFW,ELP,Business Class,3
Kevin,Swanson,Buy,4797,CUN,ELP,First Class,2
Loretta,Phillips,Buy,17027,ORD,ELP,Main Cabin,3
Gregory,Short,Buy,7401,ELP,DFW,Business Class,2
Kristy,Hoover,Buy,4031,ELP,CUN,Business Class,6
Linda,Robles,Buy,19291,ELP,BOS,Main Cabin,6
Chip,Disney,Buy,8002,DFW,ELP,First Class,7
Mindy,Ross,Buy,24173,LAX,ELP,Main Cabin,4
Derek,Macias,Buy,4228,DFW,ELP,Main Cabin,6
Julian,Gutierrez,Buy,12351,ORD,ELP,First Class,1
Kim,Craig,Buy,596,ELP,DFW,Main Cabin,3
Kimberly,Harris,Buy,18146,LAX,BOS,First Class,3
Thomas,Bonilla,Buy,9280,ELP,LHR,Business Class,2
Erin,Mejia,Buy,20615,ELP,JFK,First Class,7
Brandon,Dillon,Buy,20520,BOS,LAX,First Class,2
Valerie,Moore,Buy,13812,ELP,CUN,Business Class,1
Alyssa,Smith,Buy,18221,ELP,ATL,Business Class,6
Kimberly,Miller,Buy,19840,ELP,LAX,First Class,1
Alyssa,Kelly,Buy,2920,LAS,ELP,Main Cabin,3
Ernest,Bentley,Buy,13579,ELP,ATL,Main Cabin,1
Michelle,Maynard,Buy,21353,ORD,ELP,Main Cabin,6
Jordan,Wilson,Buy,4633,LAX,BOS,First Class,7
Darrell,Jones,Buy,19742,ELP,LAS,First Class,4
Chelsea,Porter,Buy,15990,ORD,ELP,Business Class,4
Paul,Harmon,Buy,19331,LAX,ORL,Main Cabin,7
Rebecca,Brown,Buy,2509,ELP,YYZ,Main Cabin,5
Emily,Brady,Buy,12951,ELP,ORD,Business Class,7
Jennifer,Bailey,Buy,2004,BOS,ELP,First Class,5
Susan,Allen,Buy,13683,ELP,CDG,First Class,8
Michael,Castillo,Buy,8772,ELP,ORD,Business Class,8
Jerry,Gamble,Buy,18735,LAX,ORL,Business Class,3
Mercedes,Nichols,Buy,10771,ELP,LAS,First Class,7
Heidi,Page,Buy,9245,ELP,ATL,Main Cabin,8
Richard,Edwards,Buy,17648,LAS,ELP,Business Class,7
Jonathan,Martinez,Buy,5518,MEX,CJS,First Class,1
David,Mills,Buy,21542,LAS,ELP,Main Cabin,4
Jose Luis,Rojas,Buy,15009,LAX,BOS,Main Cabin,3
Christopher,Craig,Buy,1235,ELP,JFK,First Class,8
Jennifer,Jones,Buy,14031,ELP,ATL,Main Cabin,1
Steven,Hartman,Buy,6044,ELP,LAX,Main Cabin,5
Amber,Nguyen,Buy,2909,BOS,ELP,First Class,4
Patrick,Larsen,Buy,11694,BOS,LAX,Business Class,4
Melissa,Rivera,Buy,19156,LAS,ELP,Main Cabin,3
Cynthia,Ellis,Buy,2892,ELP,JFK,Business Class,1
Ronald,Kent,Buy,26960,ELP,YYZ,Main Cabin,2
Amanda,Baker,Buy,15340,ELP,CDG,Main Cabin,4
Tyrone,Johnston,Buy,12852,ELP,LHR,Main Cabin,4
James,Nolan,Buy,11618,ORD,ELP,Business Class,7
Beth,Sharp,Buy,3453,DFW,ELP,Main Cabin,6
Lisa,Brown,Buy,11917,ELP,ATL,First Class,1
Sean,Smith,Buy,24774,ELP,ORD,First Class,1
Jose,Espinoza Gonzalez,Buy,16687,ELP,CDG,Business Class,5
David,Gross,Buy,2360,CUN,ELP,First Class,3
Matthew,Mason,Buy,20712,ELP,HND,First Class,1
James,Pittman,Buy,13108,ORD,ELP,First Class,5
Teresa,Jacobs,Buy,20056,CJS,MEX,First Class,5
James,Henderson,Buy,10871,LAX,ELP,Business Class,7
Dale,Disney,Buy,994,BOS,LAX,Business Class,1
James,Simpson,Buy,16977,ELP,CDG,First Class,8
Theresa,Hardy,Buy,14801,ELP,BOS,First Class,7
Eric,Ramos,Buy,19214,YYZ,ELP,Business Class,1
Dennis,Cooper,Buy,17144,ELP,DFW,Business Class,5
Christopher,Raymond,Buy,17124,ELP,CDG,Business Class,7
Hayden,Mcdaniel,Buy,21254,MEX,CJS,First Class,6
Heidi,Page,Buy,10444,ATL,ELP,Business Class,8
Ray,Booth,Buy,14236,ORL,LAX,Main Cabin,3
Michelle,Jones,Buy,4186,CUN,ELP,Main Cabin,8
Krystal,Thompson,Buy,10239,ELP,CDG,Business Class,4
Miranda,Mason,Buy,2614,LAS,ELP,Business Class,8
Jessica,Fernandez,Buy,248,BOS,LAX,Main Cabin,4
Diana,Valles,Buy,25137,ORL,LAX,Business Class,1
Ruth,Ponce,Buy,23762,BOS,ELP,First Class,7
Joshua,Gomez,Buy,21902,CUN,ELP,Main Cabin,8
John,Hansen,Buy,660,ELP,LHR,First Class,5
David,Mills,Buy,5499,LAS,ELP,First Class,3
Laurie,Mendoza,Buy,20861,ELP,HND,Business Class,4
Misty,Jimenez,Buy,20172,ELP,BOS,First Class,3
Dorothy,Cox,Buy,14835,MEX,CJS,Main Cabin,1
Donald,Haynes,Buy,8536,MEX,CJS,First Class,5
Donald,Duck,Buy,1885,LAX,ORL,Business Class,8
Barbara,Lane,Buy,20371,BOS,LAX,First Class,1
Scott,Rose,Buy,14687,CJS,MEX,Business Class,3
Beth,Moss,Buy,324,ORD,ELP,First Class,1
Maria,Young,Buy,19859,ELP,ATL,Main Cabin,1
Phillip,Meyer,Buy,17427,HND,ELP,First Class,8
Tiffany,May,Buy,26103,ELP,ORD,Main Cabin,4
Ryan,Mcconnell,Buy,24811,BOS,ELP,Main Cabin,4
Carol,Elliott,Buy,11470,ELP,ORD,Main Cabin,8
Stephanie,Kirby,Buy,26022,MEX,CJS,Business Class,3
Brian,Rojas,Buy,9738,CJS,MEX,First Class,8
Jorge,RodriguezOrtega,Buy,19706,ORD,ELP,Main Cabin,7
Christian,Smith,Buy,938,ELP,BOS,Business Class,2
Stephanie,Harris,Buy,18813,LAX,ELP,First Class,8
Robert,Leblanc,Buy,13496,LAX,BOS,Main Cabin,7
Lauren,Hall,Buy,15366,ELP,LAX,Business Class,6
Barbara,Robertson,Buy,15555,ELP,JFK,First Class,1
Dana,Park,Buy,11525,LHR,ELP,Main Cabin,1
Tanya,Johnson,Buy,16430,ELP,LAX,Business Class,5
Megan,Noble,Buy,1496,DFW,ELP,Business Class,8
Justin,Davis,Buy,23251,ELP,CDG,First Class,2
