ID,First Name, Last Name,DOB,Role,Money Available,Flights Purchased,MinerAir Membership,Username,Password
970,Jeremy,Rocha,6/9/1952,Employee,32.04,13,false,jeremyrocha,Fun!23
971,Tammy,Waters,4/12/1967,Employee,17.67,7,false,tammywaters,Fun!23
972,Douglas,Mckay,11/19/1975,Employee,18.02,5,false,douglasmckay,Fun!23
973,Terrence,Dixon,9/18/1968,Employee,34.78,10,false,terrencedixon,Fun!23
974,John,Hansen,2/28/1984,Employee,29.20,13,true,johnhansen,Fun!23
975,Jerry,Rodriguez,8/28/1966,Employee,10.51,4,false,jerryrodriguez,Fun!23
976,Donald,Ramirez,2/25/1955,Employee,50.16,7,false,donaldramirez,Fun!23
977,Stephanie,Perry,10/18/1956,Employee,50.47,11,true,stephanieperry,Fun!23
978,Samuel,Burton,12/3/1964,Employee,26.88,9,false,samuelburton,Fun!23
979,Anthony,Byrd,12/27/1986,Employee,3.40,9,true,anthonybyrd,Fun!23
980,Marissa,Henry,8/18/1945,Employee,34.50,13,true,marissahenry,Fun!23
981,Mariah,Black,4/15/1972,Employee,10.10,7,false,mariahblack,Fun!23
982,Sara,West,12/10/1942,Employee,22.93,10,false,sarawest,Fun!23
983,Jennifer,Preston,2/21/1925,Employee,49.78,10,true,jenniferpreston,Fun!23
984,Monica,Sullivan,8/15/1931,Employee,2.47,10,true,monicasullivan,Fun!23
985,Luis,Solomon,8/25/1938,Employee,36.83,5,true,luissolomon,Fun!23
986,Michael,Johnson,9/23/1912,Employee,15.77,14,false,michaeljohnson,Fun!23
987,Stacy,Maldonado,8/23/1990,Employee,37.84,6,true,stacymaldonado,Fun!23
988,Carmen,Petersen,6/29/1987,Employee,29.11,5,false,carmenpetersen,Fun!23
989,Zachary,Campbell,2/13/1916,Employee,15.61,6,true,zacharycampbell,Fun!23
990,Timothy,Greene,11/12/1985,Employee,26.36,13,true,timothygreene,Fun!23
991,Emily,Jackson,5/1/1992,Employee,1.77,14,true,emilyjackson,Fun!23
992,Paul,Salas,8/26/1970,Employee,10.43,19,true,paulsalas,Fun!23
993,Danielle,Conrad,8/9/1942,Employee,13.53,10,true,danielleconrad,Fun!23
994,Robert,Kennedy,4/25/1943,Employee,0.78,6,false,robertkennedy,Fun!23
995,Diana,Rivera,11/12/1905,Employee,41.84,13,true,dianarivera,Fun!23
996,Shawn,Santos,3/23/1980,Employee,6.92,13,false,shawnsantos,Fun!23
997,Jamie,Brown,6/19/1964,Employee,38.68,4,true,jamiebrown,Fun!23
998,Elizabeth,Medina,1/24/1973,Employee,13.40,5,false,elizabethmedina,Fun!23
999,Kimberly,Mejia,5/8/1922,Employee,10.14,22,false,kimberlymejia,Fun!23
1000,Lori,Livingston,2/20/1926,Employee,15.58,7,false,lorilivingston,Fun!23
1001,Ryan,Peterson,11/30/1909,Employee,0.04,11,true,ryanpeterson,Fun!23
1002,Andrew,Hall,8/1/1954,Employee,48.75,14,false,andrewhall,Fun!23
1003,David,Johnson,1/8/1955,Employee,51.17,8,true,davidjohnson,Fun!23
1004,Joseph,Hanna,10/6/1992,Employee,6.44,7,true,josephhanna,Fun!23
1005,Tammy,Thomas,11/9/1973,Employee,22.72,15,true,tammythomas,Fun!23
1006,Elizabeth,Jackson,8/24/1938,Employee,34.41,11,false,elizabethjackson,Fun!23
1007,Melissa,Holt,4/23/1958,Employee,42.54,3,false,melissaholt,Fun!23
1008,Laura,Williams,5/1/1938,Employee,27.01,13,false,laurawilliams,Fun!23
1009,Courtney,Olsen,5/3/1992,Employee,42.91,7,false,courtneyolsen,Fun!23
1010,Beth,Moss,11/15/1902,Employee,29.05,5,false,bethmoss,Fun!23
1011,Charles,Chambers,4/22/1958,Employee,16.80,9,true,charleschambers,Fun!23
1012,Mikayla,Dennis,6/10/1948,Employee,14.40,16,false,mikayladennis,Fun!23
1013,Carlos,Lynch,4/3/1997,Employee,14.54,18,true,carloslynch,Fun!23
1014,Austin,Lewis,10/13/1996,Employee,0.89,7,true,austinlewis,Fun!23
1015,Patricia,Hughes,4/23/1949,Employee,47.57,5,true,patriciahughes,Fun!23
1016,John,Sanders,8/14/1960,Employee,13.74,11,false,johnsanders,Fun!23
1017,Kim,Craig,11/29/1937,Employee,41.97,9,true,kimcraig,Fun!23
1018,James,Mitchell,3/23/1959,Employee,2.60,8,true,jamesmitchell,Fun!23
1019,Thomas,Stevenson,8/18/1955,Employee,12.07,4,true,thomasstevenson,Fun!23
1020,Tonya,Elliott,9/30/1942,Employee,9.04,9,true,tonyaelliott,Fun!23
1021,Mark,Butler,8/23/1906,Employee,22.61,16,true,markbutler,Fun!23
1022,Bryan,Massey,11/6/1941,Employee,56.97,8,true,bryanmassey,Fun!23
1023,Lisa,Yu,3/31/1961,Employee,12.86,15,true,lisayu,Fun!23
1024,Kristen,Martinez,11/20/1978,Employee,32.15,2,false,kristenmartinez,Fun!23
1025,Maria,Kelly,10/27/1951,Employee,26.49,13,true,mariakelly,Fun!23
1026,Timothy,Wagner,10/4/1928,Employee,24.42,6,false,timothywagner,Fun!23
1027,Erin,Barton,8/3/1908,Employee,1.08,7,true,erinbarton,Fun!23
1028,Stephen,Peters,10/7/1984,Employee,3.39,6,false,stephenpeters,Fun!23
1029,Jessica,Smith,1/1/1931,Employee,1.99,5,true,jessicasmith,Fun!23
1030,Vanessa,Carson,7/18/1952,Employee,1.91,9,false,vanessacarson,Fun!23
1031,Wendy,Phillips,9/17/1917,Employee,7.50,4,false,wendyphillips,Fun!23
1032,Kimberly,Harris,2/21/1979,Employee,0.63,5,true,kimberlyharris,Fun!23
1033,Angela,English,1/27/1984,Employee,26.06,6,false,angelaenglish,Fun!23
1034,Taylor,Johnson,7/3/1917,Employee,10.87,16,true,taylorjohnson,Fun!23
1035,Brooke,Maxwell,8/10/1939,Employee,21.55,6,true,brookemaxwell,Fun!23
1036,Shelly,Jones,7/7/1951,Employee,30.18,11,true,shellyjones,Fun!23
1037,Cory,Byrd,6/25/1914,Employee,2.38,14,true,corybyrd,Fun!23
1038,Amanda,Baker,12/9/1967,Employee,8.75,7,true,amandabaker,Fun!23
1039,Kendra,Sawyer,5/31/1968,Employee,22.51,5,false,kendrasawyer,Fun!23
