ID,First Name,Last Name,DOB,Role,Money Available,Flights Purchased,MinerAirlines Membership,Username,Password
948,Ronald,Martinez,2/4/1986,Employee,3927.69,0,true,ronaldmartinez,Fun!23
949,Daniel,Summers,4/19/1975,Employee,14460.43,0,false,danielsummers,Fun!23
950,Robert,Wang,2/8/1906,Employee,3704.21,0,false,robertwang,Fun!23
951,Katherine,Mcdonald,5/27/1945,Employee,5884.84,0,true,katherinemcdonald,Fun!23
952,Mitchell,Gross,1/30/1916,Employee,7179.44,0,false,mitchellgross,Fun!23
953,Darrell,Jones,8/22/1909,Employee,13770.12,0,true,darrelljones,Fun!23
954,Jennifer,Hernandez,2/14/1947,Employee,3679.4,0,false,jenniferhernandez,Fun!23
955,Amy,Hall,9/28/1945,Employee,7939.05,0,true,amyhall,Fun!23
956,Ryan,Washington,11/12/1947,Employee,7731.25,0,true,ryanwashington,Fun!23
957,Robert,Flores,10/10/1928,Employee,4453.71,0,false,robertflores,Fun!23
958,Becky,Simpson,8/6/1976,Employee,5537.11,0,false,beckysimpson,Fun!23
959,Alexandra,Cook,2/6/1916,Employee,18884.37,0,true,alexandracook,Fun!23
960,Miranda,Walker,6/14/1977,Employee,13001.39,0,true,mirandawalker,Fun!23
961,Ashley,Morales,1/10/1986,Employee,13132.82,0,false,ashleymorales,Fun!23
962,Vincent,Harrison,10/16/1905,Employee,14027.48,0,true,vincentharrison,Fun!23
963,Christopher,Berry,2/12/1936,Employee,6732.53,0,true,christopherberry,Fun!23
964,Roger,Casey,9/9/1912,Employee,14493.87,0,true,rogercasey,Fun!23
965,James,Simmons,11/28/1984,Employee,4594.53,0,true,jamessimmons,Fun!23
966,Mary,Anderson,11/11/1949,Employee,15434.94,0,true,maryanderson,Fun!23
967,Andrea,Riley,12/21/1976,Employee,11687.48,0,false,andreariley,Fun!23
968,Krista,Beck,9/24/1966,Employee,18783.42,0,false,kristabeck,Fun!23
969,Amy,Fuller,12/28/1918,Employee,8987.82,0,true,amyfuller,Fun!23
970,Jeremy,Rocha,2/18/1907,Employee,17776.27,0,false,jeremyrocha,Fun!23
971,Tammy,Waters,4/16/1902,Employee,14938.9,0,true,tammywaters,Fun!23
972,Douglas,Mckay,7/6/1940,Employee,6422.25,0,true,douglasmckay,Fun!23
973,Terrence,Dixon,2/5/1927,Employee,5826.75,0,false,terrencedixon,Fun!23
974,John,Hansen,3/10/1922,Employee,7132.73,0,false,johnhansen,Fun!23
975,Jerry,Rodriguez,6/20/1945,Employee,7082.05,0,false,jerryrodriguez,Fun!23
976,Donald,Ramirez,7/17/1999,Employee,4226.12,0,false,donaldramirez,Fun!23
977,Stephanie,Perry,8/11/1962,Employee,11231.99,0,true,stephanieperry,Fun!23
978,Samuel,Burton,4/3/1998,Employee,17055.09,0,true,samuelburton,Fun!23
979,Anthony,Byrd,11/27/1916,Employee,8131.24,0,true,anthonybyrd,Fun!23
980,Marissa,Henry,6/22/1921,Employee,10878.28,0,false,marissahenry,Fun!23
981,Mariah,Black,8/26/1944,Employee,3812.76,0,true,mariahblack,Fun!23
982,Sara,West,6/5/1988,Employee,12113.05,0,true,sarawest,Fun!23
983,Jennifer,Preston,1/2/1969,Employee,18606.16,0,false,jenniferpreston,Fun!23
984,Monica,Sullivan,1/27/1954,Employee,13245.56,0,false,monicasullivan,Fun!23
985,Luis,Solomon,7/13/1943,Employee,14153.44,0,false,luissolomon,Fun!23
986,Michael,Johnson,12/14/1951,Employee,9636.27,0,false,michaeljohnson,Fun!23
987,Stacy,Maldonado,5/15/1901,Employee,9579.21,0,true,stacymaldonado,Fun!23
988,Carmen,Petersen,5/14/1984,Employee,18319.9,0,false,carmenpetersen,Fun!23
989,Zachary,Campbell,9/7/1997,Employee,13052.16,0,false,zacharycampbell,Fun!23
990,Timothy,Greene,1/22/1943,Employee,13404.38,0,false,timothygreene,Fun!23
991,Emily,Jackson,2/14/1952,Employee,10994.18,0,true,emilyjackson,Fun!23
992,Paul,Salas,4/13/1988,Employee,13372.76,0,true,paulsalas,Fun!23
993,Danielle,Conrad,10/21/1962,Employee,5131.27,0,true,danielleconrad,Fun!23
994,Robert,Kennedy,6/28/1942,Employee,6077.56,0,true,robertkennedy,Fun!23
995,Diana,Rivera,2/6/1933,Employee,8370.92,0,true,dianarivera,Fun!23
996,Shawn,Santos,5/13/1938,Employee,12524.08,0,true,shawnsantos,Fun!23
997,Jamie,Brown,11/29/1986,Employee,18976.8,0,true,jamiebrown,Fun!23
998,Elizabeth,Medina,5/8/1985,Employee,4349.84,0,false,elizabethmedina,Fun!23
999,Kimberly,Mejia,6/11/1997,Employee,17275.37,0,true,kimberlymejia,Fun!23
1000,Lori,Livingston,6/19/1975,Employee,3265.95,0,true,lorilivingston,Fun!23
1001,Ryan,Peterson,6/30/1913,Employee,7245.54,0,true,ryanpeterson,Fun!23
1002,Andrew,Hall,7/9/1950,Employee,13440.47,0,false,andrewhall,Fun!23
1003,David,Johnson,2/17/1971,Employee,7495.41,0,false,davidjohnson,Fun!23
1004,Joseph,Hanna,10/9/1949,Employee,11108.83,0,true,josephhanna,Fun!23
1005,Tammy,Thomas,12/24/1901,Employee,17156.64,0,false,tammythomas,Fun!23
1006,Elizabeth,Jackson,3/22/1974,Employee,16960.11,0,false,elizabethjackson,Fun!23
1007,Melissa,Holt,2/10/1903,Employee,4503.68,0,false,melissaholt,Fun!23
1008,Laura,Williams,7/24/1908,Employee,10581.76,0,true,laurawilliams,Fun!23
1009,Courtney,Olsen,11/24/1945,Employee,9422.66,0,false,courtneyolsen,Fun!23
1010,Beth,Moss,1/20/1937,Employee,10608.48,0,true,bethmoss,Fun!23
1011,Charles,Chambers,11/19/1904,Employee,6481,0,false,charleschambers,Fun!23
1012,Mikayla,Dennis,3/7/1940,Employee,14257.39,0,false,mikayladennis,Fun!23
1013,Carlos,Lynch,4/7/1932,Employee,18611.84,0,true,carloslynch,Fun!23
1014,Austin,Lewis,7/11/1964,Employee,5535.77,0,false,austinlewis,Fun!23
1015,Patricia,Hughes,7/4/1982,Employee,3754,0,true,patriciahughes,Fun!23
1016,John,Sanders,8/20/1955,Employee,13573.13,0,false,johnsanders,Fun!23
1017,Kim,Craig,6/17/1900,Employee,12070.06,0,true,kimcraig,Fun!23
1018,James,Mitchell,6/7/1988,Employee,17416.02,0,true,jamesmitchell,Fun!23
1019,Thomas,Stevenson,9/26/1997,Employee,5901.3,0,false,thomasstevenson,Fun!23
1020,Tonya,Elliott,7/16/1902,Employee,12838.72,0,false,tonyaelliott,Fun!23
1021,Mark,Butler,10/16/1950,Employee,14101.5,0,true,markbutler,Fun!23
1022,Bryan,Massey,12/21/1919,Employee,5367.28,0,false,bryanmassey,Fun!23
1023,Lisa,Yu,5/27/1947,Employee,16709.39,0,false,lisayu,Fun!23
1024,Kristen,Martinez,6/21/1902,Employee,3978.24,0,true,kristenmartinez,Fun!23
1025,Maria,Kelly,2/23/1954,Employee,9569.54,0,true,mariakelly,Fun!23
1026,Timothy,Wagner,12/22/1963,Employee,14903.6,0,false,timothywagner,Fun!23
1027,Erin,Barton,1/22/1937,Employee,5683.07,0,true,erinbarton,Fun!23
1028,Stephen,Peters,9/19/1958,Employee,19306.85,0,true,stephenpeters,Fun!23
1029,Jessica,Smith,12/26/1930,Employee,4717.36,0,true,jessicasmith,Fun!23
1030,Vanessa,Carson,7/9/1950,Employee,12971.45,0,true,vanessacarson,Fun!23
1031,Wendy,Phillips,9/20/1902,Employee,6909.9,0,false,wendyphillips,Fun!23
1032,Kimberly,Harris,6/20/1947,Employee,3401.79,0,false,kimberlyharris,Fun!23
1033,Angela,English,12/6/1965,Employee,5431.79,0,false,angelaenglish,Fun!23
1034,Taylor,Johnson,2/1/1980,Employee,16269.15,0,true,taylorjohnson,Fun!23
1035,Brooke,Maxwell,8/28/1926,Employee,12192.48,0,true,brookemaxwell,Fun!23
1036,Shelly,Jones,7/6/1938,Employee,10263.59,0,true,shellyjones,Fun!23
1037,Cory,Byrd,4/8/1930,Employee,14720.1,0,false,corybyrd,Fun!23
1038,Amanda,Baker,3/11/1998,Employee,6820.6,0,true,amandabaker,Fun!23
1039,Kendra,Sawyer,8/16/1945,Employee,5224.52,0,false,kendrasawyer,Fun!23
